case_id,p_name,p_year,p_state,p_county,ylat,xlong,p_cap_ac,tiv,inverter_oem,racking_type,racking_oem,max_title_angle,module_oem,acrage,age,voltage,hail_claim_severity_multiple,storm_claim_severity_multiple,hurricane_claim_severity_multiple,fire_claim_severity_multiple,HAIL_1.0,HAIL_1.5,HAIL_2.0,HAIL_2.5,FIRE,HURRICANE,GUST_34,GUST_40,GUST_45,GUST_50,GUST_60,GUST_64,hail_expected_claim,fire_expected_claim,hurricane_expected_claim,storm_expected_claim,hail_technical_premium,fire_technical_premium,hurricane_technical_premium,storm_technical_premium,commercial_premium
404793,Clinton Solar,2022,CT,New London,41.582684,-71.901619,1,1200000,1,fixed,2,44,4,5,3,1500,0.5196623149654774,0.4686943448260209,0.4686943448260209,0.4686943448260209,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.3832486291025761,0.3280860413782146,0.09373886896520418,0,2.1500764611022966e-4,1.2841443554668073e-5,1.2963743017093484e-4,0,0.5
403507,Plainfield Solar 2,2020,CT,Windham,41.6786,-71.904869,1,1200000,2,fixed,2,63,3,5,5,1500,0.2423082380996938,0.4327536207361012,0.4327536207361012,0.4327536207361012,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.17870124001225196,0.3029275345152708,0.08655072414722025,0,1.0025380406965484e-4,1.1856727641601269e-5,1.1969648857235568e-4,0,0.5
404149,Plainfield Solar 1,2020,CT,Windham,41.677757,-71.89994,1,1200000,3,single,2,48,3,5,5,1500,0.16986425459241467,0.4556454226465506,0.4556454226465506,0.4556454226465506,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.12527412673824284,0.31895179585258543,0.09112908452931012,0,7.028047346594703e-5,1.2483924844517806e-5,1.2602819366846547e-4,0,0.5
404159,Quinebaug Solar,2021,CT,Windham,41.743187,-71.927963,49.4,59280000,2,fixed,2,58,3,247,4,1000,0.36620163290569263,0.5644817368469913,0.5644817368469913,0.5644817368469913,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.2700720636160718,0.3951372157928939,0.11289634736939827,0,1.5151406754982042e-4,1.546585838165462e-5,1.5613152271003712e-4,0,0.5
404398,"Torrington Solar One, LLC",2021,CT,Litchfield,41.829082,-73.074921,2,2400000,1,fixed,2,69,4,10,4,1000,0.3086709351112171,0.5365794902778639,0.5365794902778639,0.5365794902778639,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.22764343174094323,0.3756056431945047,0.10731589805557279,0,1.2771103324149096e-4,1.4701383349426774e-5,1.4841396524183223e-4,0,0.5
403120,DWW Solar ll,2019,CT,Hartford,41.90403,-72.797028,26.4,31680000,1,fixed,2,39,2,132,6,1000,0.535899462320555,0.5698017492059092,0.5698017492059092,0.5698017492059092,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.3952234525314857,0.3988612244441364,0.11396034984118185,0,2.2172568344297735e-4,1.5611617849784196e-5,1.5760299924544047e-4,0,0.5
403743,Nutmeg Solar,2020,CT,Hartford,41.974136,-72.510162,19.6,23520000,2,single,1,52,3,98,5,1500,0.2822915359567393,0.5589037167390871,0.5589037167390871,0.5589037167390871,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.20818874304916285,0.39123260171736096,0.11178074334781743,0,1.1679669068735896e-4,1.5313029931400874e-5,1.5458868311699932e-4,0,0.5
404254,Wallingford Solar,2021,CT,New Haven,41.440514,-72.840401,16.1,19320000,2,fixed,2,43,3,80.5,4,600,0.7066771236434995,0.7436703290863687,0.7436703290863687,0.7436703290863687,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.5211712126412612,0.520569230360458,0.14873406581727375,0,2.923840743091606e-4,2.0375327032778503e-5,2.0569377766424017e-4,0,0.5
404399,"Bristol Solar One, LLC",2021,CT,Hartford,41.69112,-72.979027,3,3600000,2,fixed,2,60,3,15,4,1500,0.26817468694734786,0.43496077536429134,0.43496077536429134,0.43496077536429134,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.19777763015086322,0.3044725427550039,0.08699215507285828,0,1.1095591603698929e-4,1.191719999823883e-5,1.2030697141079203e-4,0,0.5
404400,"Watertown Solar One, LLC",2021,CT,Litchfield,41.613621,-73.150948,2,2400000,1,dual,2,74,3,10,4,1000,0.08408997791264407,0.5842741276835021,0.5842741276835021,0.5842741276835021,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.06201598197173042,0.40899188937845143,0.11685482553670042,0,3.47918016984932e-5,1.6008136889054423e-5,1.6160595335616845e-4,0,0.5
404808,Barrow Solar,2021,CT,Tolland,42.033287,-72.504845,2,2400000,1,fixed,2,61,3,10,4,1500,0.2431116320924555,0.40447287054903724,0.40447287054903724,0.40447287054903724,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.17929373948255822,0.28313100938432606,0.08089457410980745,0,1.0058620425783141e-4,1.1081882241352932e-5,1.1187423976984865e-4,0,0.5
404527,Conn Mun Electric Energy Coop,2017,CT,New London,41.577377,-72.102821,1,1200000,3,single,2,38,4,5,8,600,0.4424692901031266,0.8329081682897553,0.8329081682897553,0.8329081682897553,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.32631911910579603,0.5830357178028287,0.1665816336579511,0,1.8306942374194985e-4,2.282029503318442e-5,2.3037631176357607e-4,0,0.5
401824,CMEEC-Norwich Stott St Solar Hybrid,2016,CT,New London,41.578323,-72.104675,3.5,4200000,1,single,2,41,2,17.5,9,1000,0.24462586704395645,0.639332447128443,0.639332447128443,0.639332447128443,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.18041048097523407,0.44753271298991004,0.1278664894256886,0,1.0121271128596117e-4,1.7516643038471564e-5,1.7683468210266535e-4,0,0.5
402762,Wilson Solar,2018,CT,New London,41.654411,-72.162376,1,1200000,2,fixed,2,62,2,5,7,1000,0.2817423817892234,0.5487313674632341,0.5487313674632341,0.5487313674632341,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.20778374431093335,0.3841119572242639,0.10974627349264683,0,1.1656948093689426e-4,1.5034324522457391e-5,1.5177508565528415e-4,0,0.5
404550,Jefferson Solar,2018,CT,New London,41.655598,-72.162231,1,1200000,2,fixed,2,61,4,5,7,600,0.4996754303146244,0.7524438411995344,0.7524438411995344,0.7524438411995344,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.36850839121755724,0.5267106888396741,0.1504887682399069,0,2.0673817399709005e-4,2.06157066358634e-5,2.0812046699062104e-4,0,0.5
404551,Hamilton Solar,2018,CT,New London,41.657352,-72.160942,1,1200000,2,dual,2,41,4,5,7,1000,0.30077139560254773,0.8168023014806267,0.8168023014806267,0.8168023014806267,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.2218175567447155,0.5717616110364386,0.16336046029612536,0,1.244426388511327e-4,2.2379021137282815e-5,2.2592154671923607e-4,0,0.5
404552,Adams Solar,2016,CT,New London,41.655712,-72.160042,1,1200000,1,dual,1,32,3,5,9,1000,0.47902273034754594,0.8421929930928088,0.8421929930928088,0.8421929930928088,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.3532771175197994,0.5895350951649662,0.16843859861856178,0,1.9819322417513241e-4,2.3074683751417518e-5,2.3294442644288162e-4,0,0.5
404559,"North Stonington Solar Center, LLC",2022,CT,New London,41.419537,-71.832764,15,18000000,1,dual,1,56,2,75,3,1500,0.17074971924693416,0.5270414876484305,0.5270414876484305,0.5270414876484305,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.12592715295390355,0.3689290413539013,0.10540829752968611,0,7.06468299740088e-5,1.4440057980895585e-5,1.4577582342618404e-4,0,0.5
403490,Sherman Solar,2019,CT,New London,41.583405,-71.902542,1,1200000,1,single,2,34,4,5,6,600,0.5367872627023341,0.876876528446406,0.876876528446406,0.876876528446406,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.3958782013355359,0.6138135699124841,0.1753753056892812,0,2.220930063463416e-4,2.402495478932577e-5,2.4253763882557447e-4,0,0.5
403580,Corbin Russwin Phase 3 Berlin,2018,CT,Hartford,41.644066,-72.739487,1,1200000,3,dual,1,57,4,5,7,1000,0.27338385074087057,0.743675651985197,0.743675651985197,0.743675651985197,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.20161936511055714,0.5205729563896379,0.14873513039703942,0,1.1311118112586216e-4,2.0375472871331082e-5,2.0569524993915194e-4,0,0.5
404064,Blair Solar,2021,CT,Tolland,42.029945,-72.50325,1,1200000,4,single,3,75,3,5,4,1000,0.1835263767943457,0.5595520286558939,0.5595520286558939,0.5595520286558939,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.13534988065330167,0.39168642005912574,0.11191040573117879,0,7.593310720696141e-5,1.533079259693631e-5,1.547680014547856e-4,0,0.5
404665,Madison Solar,2021,CT,Tolland,42.031086,-72.504227,1,1200000,2,dual,2,43,2,5,4,1500,0.16124923965878943,0.5471323761140505,0.5471323761140505,0.5471323761140505,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.11892059182157406,0.38299266327983533,0.10942647522281011,0,6.671605474875318e-5,1.4990514825622738e-5,1.5133281633485814e-4,0,0.5
404666,Few Solar,2021,CT,Tolland,42.032162,-72.504524,1,1200000,1,single,2,62,3,5,4,1500,0.1179091415648409,0.4426955568159213,0.4426955568159213,0.4426955568159213,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.08695746364904072,0.3098868897711449,0.08853911136318426,0,4.8784309065048225e-5,1.2129120113160786e-5,1.2244635542809935e-4,0,0.5
405208,"Advance Stores Company, Inc",2014,CT,Hartford,42.010998,-72.514999,1,1200000,2,fixed,1,60,4,5,11,600,0.8247185990640229,0.8743674801251131,0.8743674801251131,0.8743674801251131,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.6082262719159873,0.6120572360875791,0.17487349602502264,0,3.412231358355507e-4,2.395621104886998e-5,2.41843654398116e-4,0,0.5
405415,ALDI DC 2,2018,CT,Hartford,41.860653,-72.589821,1.2,1440000,2,single,2,69,2,6,7,1000,0.11382150556673398,0.58279261132153,0.58279261132153,0.58279261132153,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.08394285041381144,0.407954827925071,0.11655852226430602,0,4.709307041102577e-5,1.5967545810993422e-5,1.611961767586003e-4,0,0.5
406527,Norcap South,2017,CT,Hartford,41.877789,-72.561852,2,2400000,2,fixed,2,30,2,10,8,1000,0.739250930403207,0.6506427227077173,0.6506427227077173,0.6506427227077173,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.5451942491897926,0.4554499058954021,0.13012854454154346,0,3.058613215802456e-4,1.7826525730768407e-5,1.7996302166299537e-4,0,0.5
405497,Ticket Network South Windsor,2018,CT,Hartford,41.82148,-72.507515,1,1200000,1,single,2,42,3,5,7,600,0.33032474534837847,0.7916448711790881,0.7916448711790881,0.7916448711790881,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.24361301977772576,0.5541514098253616,0.15832897423581763,0,1.366701873581772e-4,2.168974949412351e-5,2.189631853692469e-4,0,0.5
406575,Powder Hill,2020,CT,Hartford,41.978222,-72.539062,2,2400000,1,dual,1,62,3,10,5,1500,0.15564006686559004,0.5419666816776733,0.5419666816776733,0.5419666816776733,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.11478385201673379,0.37937667717437124,0.10839333633553466,0,6.439528796586367e-5,1.4848983411263503e-5,1.4990402300894587e-4,0,0.5
405728,Enfield Solar One,2024,CT,Hartford,41.994762,-72.525398,4,4800000,3,single,2,72,3,20,1,1000,0.10937770443534098,0.4988171965854935,0.4988171965854935,0.4988171965854935,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.08066556698847015,0.34917203760984544,0.0997634393170987,0,4.525447024024706e-5,1.3666759466509273e-5,1.379691908047603e-4,0,0.5
405582,SR North Stonington,2024,CT,New London,41.433601,-71.820511,12,14400000,2,fixed,2,45,3,60,1,1500,0.43645169508253523,0.45513450481355605,0.45513450481355605,0.45513450481355605,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.32188116973806224,0.3185941533694892,0.09102690096271121,0,1.8057967433476426e-4,1.2469926547790097e-5,1.2588687753007147e-4,0,0.5
406541,Park Solar,2023,CT,New Haven,41.33675,-72.986671,1,1200000,1,dual,1,43,3,5,2,1500,0.28612306844259594,0.5785886804824437,0.5785886804824437,0.5785886804824437,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.21101448109149923,0.4050120763377106,0.11571773609648875,0,1.1838196781262758e-4,1.5852365115570495e-5,1.6003340021433071e-4,0,0.5
406576,Platt Hill,2022,CT,Litchfield,41.890129,-73.112617,2,2400000,2,dual,2,65,4,10,3,1000,0.15073613485183074,0.6959617885706064,0.6959617885706064,0.6959617885706064,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.11116722412711985,0.48717325199942446,0.13919235771412128,0,6.236631097715701e-5,1.9068192571115285e-5,1.924979440512591e-4,0,0.5
406611,Sand Road,2021,CT,Litchfield,42.011971,-73.346603,2,2400000,1,fixed,1,30,3,10,4,1500,1.0416713661243506,0.5249662513260954,0.5249662513260954,0.5249662513260954,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.7682279656339641,0.36747637592826676,0.10499325026521909,0,4.3098624241340766e-4,1.4383199965879946e-5,1.4520182822697853e-4,0,0.5
406622,Bunce,2022,CT,Litchfield,42.020626,-73.312088,2,2400000,3,fixed,1,59,3,10,3,1000,0.530939936314226,0.5485913057942059,0.5485913057942059,0.5485913057942059,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.3915658243214231,0.3840139140559441,0.10971826115884119,0,2.196737047219225e-4,1.5030487066262636e-5,1.5173634562131805e-4,0,0.5
405483,Brass Mill Center,2017,CT,New Haven,41.54929,-73.024208,3.4,4080000,3,single,2,40,1,17,8,600,0.2871167965917461,0.7170433994009261,0.7170433994009261,0.7170433994009261,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.21174735114940932,0.5019303795806482,0.1434086798801852,0,1.1879311779227628e-4,1.964579355672035e-5,1.983289635249864e-4,0,0.5
405748,North Haven Solar One,2024,CT,New Haven,41.376926,-72.837135,1.6,1920000,3,fixed,1,42,3,8,1,1000,0.9091918240801904,0.5856171683088252,0.5856171683088252,0.5856171683088252,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.6705248969095474,0.4099320178161776,0.11712343366176503,0,3.76173504078575e-4,1.60449339628235e-5,1.6197742857707533e-4,0,0.5
403495,Sydney Solar,2020,CT,Windham,41.768112,-72.07962,2,2400000,1,single,2,67,4,10,5,1000,0.16238932179833404,0.6021462222658083,0.6021462222658083,0.6021462222658083,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.11976139729170678,0.42150235558606575,0.12042924445316167,0,6.718775794934428e-5,1.6497802480960732e-5,1.6654924409350837e-4,0,0.5
405817,McHenry Solar,2021,CT,Windham,41.769714,-72.079475,1,1200000,1,single,1,54,2,5,4,1000,0.2885411112575735,0.6332532355607676,0.6332532355607676,0.6332532355607676,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.21279777683426065,0.4432772648925373,0.12665064711215354,0,1.193824207584538e-4,1.7350082777898836e-5,1.7515321661497872e-4,0,0.5
404601,Dickinson Solar (CT),2020,CT,Windham,41.76778,-72.077385,2,2400000,1,single,2,36,3,10,5,600,0.4046134488318495,0.7997406483257975,0.7997406483257975,0.7997406483257975,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.29840060576948557,0.5598184538280582,0.1599481296651595,0,1.6740676149213773e-4,2.1911560289172108e-5,2.2120241815735655e-4,0,0.5
405991,Burlington Solar 1,2022,CT,Hartford,41.732414,-72.935959,3.5,4200000,4,fixed,2,44,4,17.5,3,1500,0.46769608346892977,0.4218249103434188,0.4218249103434188,0.4218249103434188,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.34492376619231857,0.2952774372403931,0.08436498206868376,0,1.9350688149920675e-4,1.1557299199201266e-5,1.1667368715384135e-4,0,0.5
406127,Niagara Bottling - Bloomfield,2022,CT,Hartford,41.860401,-72.723587,2.8,3360000,1,single,2,58,4,14,3,1000,0.2179422702084865,0.6175206595166718,0.6175206595166718,0.6175206595166718,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.16073144785658458,0.4322644616616702,0.12350413190333437,0,9.017250848478267e-5,1.691903642653999e-5,1.7080170106792755e-4,0,0.5
406210,"Emerald Gardens PKI, LLC",2021,CT,Fairfield,41.272175,-73.122093,1.6,1920000,2,single,2,34,1,8,4,1500,0.2574096685486067,0.5093999549914282,0.5093999549914282,0.5093999549914282,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.1898384773110895,0.3565799684939997,0.10187999099828565,0,1.0650194429497369e-4,1.395670940130728e-5,1.4089630443224496e-4,0,0.5
405519,Amazon BDL3 Solar Project,2019,CT,New Haven,41.414433,-72.845673,1,1200000,2,single,1,54,3,5,6,1000,0.3378488792603257,0.7180430710139153,0.7180430710139153,0.7180430710139153,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.24916203482825824,0.5026301497097406,0.14360861420278306,0,1.3978325958765645e-4,1.9673182892079556e-5,1.9860546538670796e-4,0,0.5
405943,East Windsor Solar One,2021,CT,Hartford,41.891026,-72.517639,5,6000000,2,single,2,60,3,25,4,1000,0.1722795582004831,0.6147361346741369,0.6147361346741369,0.6147361346741369,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.12705540232818097,0.4303152942718958,0.12294722693482739,0,7.127979307881302e-5,1.684274508872738e-5,1.7003152184810497e-4,0,0.5
405944,Southington Solar One,2022,CT,Hartford,41.89093,-72.519585,4.7,5640000,2,dual,2,54,4,23.5,3,1000,0.21073093691844674,0.7354133465574847,0.7354133465574847,0.7354133465574847,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.15541312186330353,0.5147893425902392,0.14708266931149694,0,8.71888559255033e-5,2.0149099479049638e-5,2.0340995664564398e-4,0,0.5
406528,Norcap North,2017,CT,Hartford,41.891525,-72.547859,2,2400000,1,single,2,36,2,10,8,1000,0.28774548114186344,0.6490676567113164,0.6490676567113164,0.6490676567113164,5.610134773702819e-4,1.8700449245676065e-4,1.739576674016378e-5,4.348941685040945e-6,3.9140475165368506e-5,0.0013829634558430205,0,0,0,0,0,0,0.21221100318849637,0.45434735969792145,0.12981353134226328,0,1.1905323283501433e-4,1.7783371548707246e-5,1.7952736992028268e-4,0,0.5
402971,JBAB-Washington DC,2019,DC,District of Columbia,38.852444,-77.009209,5.9,7080000,1,fixed,2,37,2,29.5,6,1000,0.5695604871086778,0.5755427885214104,0.5755427885214104,0.5755427885214104,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.4753501286743202,0,0.11510855770428208,0,9.302714953115977e-5,0,1.2164589839193768e-4,0,0.4
403638,"IGS CC, LLC",2020,DC,District of Columbia,38.937031,-76.967957,1.5,1800000,1,single,2,58,3,7.5,5,1000,0.1694110357834746,0.5861114108757078,0.5861114108757078,0.5861114108757078,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.1413889472342534,0,0.11722228217514158,0,2.767015288939947e-5,0,1.2387966725620658e-4,0,0.4
405423,Nationals,2019,DC,District of Columbia,38.874298,-77.008286,1,1200000,2,single,1,58,3,5,6,1000,0.29909518367572446,0.7037895574815305,0.7037895574815305,0.7037895574815305,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.24962218634207445,0,0.1407579114963061,0,4.8851654926234776e-5,0,1.4875195155975826e-4,0,0.4
405554,DC Water Solar,2021,DC,District of Columbia,38.81987,-77.021042,3.5,4200000,2,single,3,50,1,17.5,4,1000,0.40630162755720745,0.7047270579580294,0.7047270579580294,0.7047270579580294,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.3390957331333487,0,0.14094541159160587,0,6.636184060694131e-5,0,1.4895010031599508e-4,0,0.4
405609,Ridgecrest,2021,DC,District of Columbia,38.847755,-76.974358,1.7,2040000,3,dual,2,37,2,8.5,4,1000,0.2208274513838359,0.6431906469114869,0.6431906469114869,0.6431906469114869,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.18430063146234227,0,0.12863812938229738,0,3.6068071443567704e-5,0,1.3594385272699632e-4,0,0.4
405561,7185 13th Pl. NW,2019,DC,District of Columbia,38.977161,-77.031487,0.9,1080000,1,single,1,62,3,4.5,6,1000,0.24746431365770863,0.6446906386080484,0.6446906386080484,0.6446906386080484,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.20653152035992403,0,0.1289381277216097,0,4.041870921756704e-5,0,1.3626088882083296e-4,0,0.4
405752,Benning Road,2021,DC,District of Columbia,38.898232,-76.955109,0.8,960000,1,single,2,53,2,4,4,1000,0.17847903789128258,0.5727918713614985,0.5727918713614985,0.5727918713614985,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.14895702133055752,0,0.1145583742722997,0,2.9151242970479767e-5,0,1.2106446848612829e-4,0,0.4
406288,Oxon Run CREF,2021,DC,District of Columbia,38.821041,-77.00338,2,2400000,1,fixed,3,46,2,10,4,1500,0.6877001276033005,0.489715018050754,0.489715018050754,0.489715018050754,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.5739484243456654,0,0.0979430036101508,0,1.1232307024651951e-4,0,1.0350546391146704e-4,0,0.4
405764,"WW-DC Solar 1, LLC",2022,DC,District of Columbia,38.829174,-77.002319,1.2,1440000,1,single,2,70,2,6,3,1500,0.08360370831795925,0.40534225789807943,0.40534225789807943,0.40534225789807943,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.06977491312351042,0,0.0810684515796159,0,1.3655116271382524e-5,0,8.567255832516455e-5,0,0.4
406035,WMATA - Anacostia CSG,2023,DC,District of Columbia,38.864681,-76.994629,1.1,1320000,3,single,1,66,3,5.5,2,1500,0.16863059806413375,0.4489891377696413,0.4489891377696413,0.4489891377696413,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.1407376008387297,0,0.08979782755392826,0,2.7542682852309228e-5,0,9.489770026052147e-5,0,0.4
406664,CUA West Campus South,2024,DC,District of Columbia,38.934216,-77.002541,2.8,3360000,1,single,1,41,3,14,1,1500,0.38395844463687245,0.5304126054511642,0.5304126054511642,0.5304126054511642,1.9570237582684254e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,0,0.0010567928294649496,0,0,0,0,0,0,0.32044831092523374,0,0.10608252109023285,0,6.271249577776699e-5,0,1.1210724761972236e-4,0,0.4
